Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
GE-V-1399,Germany,Kitchen Appliances,Smart Kettle Pro,47.57,EUR,"1.7L, 3000W, boil-dry protection, LED display",Fulfilled from NL depot | EuroTech Suppliers | Margin 22%
NI-W-1400,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2039740.6,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Stock in WH3 Berlin | Africa Direct Trading | VIP margin 25%
GH-X-1401,Ghana,Personal Care,Electric Toothbrush,594.54,GHS,"Sonic, 3 modes, 2-week battery",Nordic Wholesale | Backorder until 02/15 | Bulk discount applies 15%
GE-Y-1402,Germany,TV & Display,LED TV 55 inch,473.91,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Pacific Imports Inc | Warehouse A-12
GE-Z-1403,Germany,Kitchen Appliances,Smart Kettle Pro,45.1,EUR,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Bulk discount applies 15% | Warehouse A-12
CD-A-1404,Côte d'Ivoire,Home Appliances,Air Purifier Compact,56636.49,XOF,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Margin 22% | Stock in WH3 Berlin
NE-B-1405,Netherlands,Audio,Bluetooth Speaker,48.79,EUR,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | Backorder until 02/15 | Target margin 18%
NE-C-1406,Netherlands,Kitchen Appliances,Coffee Maker Drip,39.98,EUR,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Target margin 18% | EuroTech Suppliers
CA-D-1407,Canada,Audio,Wireless Bluetooth Earbuds,46.5,CAD,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Backorder until 02/15 | Margin 22%
FR-E-1408,France,Wearables,Fitness Tracker Band,29.96,EUR,"Steps, sleep, HR, 14-day battery",Africa Direct Trading | Backorder until 02/15 | VIP margin 25%
UK-F-1409,United Kingdom,Home Appliances,Air Purifier Compact,74.78,GBP,"HEPA H13, 3 speeds, 25m² coverage",Margin 22% | Stock in WH3 Berlin | EuroTech Suppliers
CA-G-1410,Canada,Wearables,Fitness Tracker Band,45.01,CAD,"Steps, sleep, HR, 14-day battery",Target margin 18% | Low stock alert | Acme Electronics Ltd
US-H-1411,United States,Computing,Webcam HD Pro,62.53,USD,"1080p 60fps, built-in mic, auto-focus",Margin 22% | EuroTech Suppliers | Backorder until 02/15
KE-I-1412,Kenya,Wearables,Fitness Tracker Band,3947.8,KES,"Steps, sleep, HR, 14-day battery",Backorder until 02/15 | Promo margin 12% | Nordic Wholesale
UK-J-1413,United Kingdom,Personal Care,Electric Toothbrush,36.98,GBP,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Bulk discount applies 15% | Acme Electronics Ltd
CA-K-1414,Canada,Home Appliances,Electric Fan Tower,68.59,CAD,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Stock in WH3 Berlin | Pacific Imports Inc
US-L-1415,United States,Kitchen Appliances,Coffee Maker Drip,38.46,USD,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Backorder until 02/15 | Africa Direct Trading
CD-M-1416,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,21988.07,XOF,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Fulfilled from NL depot | EuroTech Suppliers
CD-N-1417,Côte d'Ivoire,Computing,Mechanical Keyboard,42789.93,XOF,"Cherry MX, RGB, wired, UK layout",Target margin 18% | EuroTech Suppliers | Low stock alert
KE-O-1418,Kenya,Home Appliances,Electric Fan Tower,6490.04,KES,"Oscillating, 3 speeds, remote, timer",Margin 22% | Fulfilled from NL depot | Acme Electronics Ltd
NI-P-1419,Nigeria,Audio,Bluetooth Speaker,73406.73,NGN,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Global Sourcing Co | Stock in WH3 Berlin
KE-Q-1420,Kenya,Computing,Mechanical Keyboard,9535.57,KES,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Global Sourcing Co | Bulk discount applies 15%
SA-R-1421,South Africa,Audio,Wireless Bluetooth Earbuds,710.1,ZAR,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Nordic Wholesale | VIP margin 25%
CD-S-1422,Côte d'Ivoire,Kitchen Appliances,Coffee Maker Drip,22615.51,XOF,"12-cup, programmable, thermal carafe",VIP margin 25% | EuroTech Suppliers | Stock in WH3 Berlin
GE-T-1423,Germany,Audio,Wireless Bluetooth Earbuds,36.34,EUR,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Pacific Imports Inc | Bulk discount applies 15%
NE-U-1424,Netherlands,Wearables,Smart Watch Sport,78.01,EUR,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Acme Electronics Ltd | Promo margin 12%
NE-V-1425,Netherlands,Lighting,LED Desk Lamp,26.92,EUR,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Margin 22% | Stock in WH3 Berlin
NE-W-1426,Netherlands,Kitchen Appliances,Smart Kettle Pro,44.52,EUR,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | EuroTech Suppliers | Warehouse A-12
FR-X-1427,France,Audio,Bluetooth Speaker,48.34,EUR,"20W, waterproof IPX7, 15h playback",Stock in WH3 Berlin | Africa Direct Trading | Bulk discount applies 15%
NI-Y-1428,Nigeria,Audio,Bluetooth Speaker,75241.93,NGN,"20W, waterproof IPX7, 15h playback",VIP margin 25% | Africa Direct Trading | Warehouse A-12
CA-Z-1429,Canada,Lighting,LED Desk Lamp,40.51,CAD,"Dimmable, USB port, 5 brightness levels",Warehouse A-12 | Target margin 18% | Nordic Wholesale
GE-A-1430,Germany,Wearables,Smart Watch Sport,79.78,EUR,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Backorder until 02/15 | Acme Electronics Ltd
CA-B-1431,Canada,Wearables,Fitness Tracker Band,41.46,CAD,"Steps, sleep, HR, 14-day battery",Acme Electronics Ltd | Margin 22% | Backorder until 02/15
SA-C-1432,South Africa,Home Appliances,Air Purifier Compact,1862.93,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Low stock alert | Bulk discount applies 15% | Nordic Wholesale
KE-D-1433,Kenya,TV & Display,LED TV 55 inch,62449.85,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Promo margin 12% | Stock in WH3 Berlin | Acme Electronics Ltd
UK-E-1434,United Kingdom,Personal Care,Electric Toothbrush,34.57,GBP,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Global Sourcing Co | Backorder until 02/15
NE-F-1435,Netherlands,Computing,Webcam HD Pro,55.72,EUR,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Pacific Imports Inc | Fulfilled from NL depot
NI-G-1436,Nigeria,Computing,Mechanical Keyboard,126576.61,NGN,"Cherry MX, RGB, wired, UK layout",EuroTech Suppliers | Warehouse A-12 | Bulk discount applies 15%
NE-H-1437,Netherlands,Computing,Webcam HD Pro,52.96,EUR,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Africa Direct Trading | Fulfilled from NL depot
NE-I-1438,Netherlands,Audio,Bluetooth Speaker,43.31,EUR,"20W, waterproof IPX7, 15h playback",Africa Direct Trading | Warehouse A-12 | Target margin 18%
UK-J-1439,United Kingdom,Wearables,Fitness Tracker Band,24.18,GBP,"Steps, sleep, HR, 14-day battery",Backorder until 02/15 | Nordic Wholesale | Bulk discount applies 15%
FR-K-1440,France,Power & Batteries,Portable Power Bank 20K,23.91,EUR,"20000mAh, dual USB, 18W PD",Stock in WH3 Berlin | Pacific Imports Inc | Target margin 18%
GE-L-1441,Germany,Audio,Bluetooth Speaker,49.97,EUR,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Margin 22% | Backorder until 02/15
KE-M-1442,Kenya,Wearables,Smart Watch Sport,12275.63,KES,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Fulfilled from NL depot | Acme Electronics Ltd
US-N-1443,United States,Audio,Bluetooth Speaker,50.02,USD,"20W, waterproof IPX7, 15h playback",Margin 22% | Pacific Imports Inc | Warehouse A-12
NE-O-1444,Netherlands,Kitchen Appliances,Coffee Maker Drip,33.41,EUR,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | Target margin 18% | EuroTech Suppliers
GH-P-1445,Ghana,Wearables,Smart Watch Sport,1151.89,GHS,"GPS, heart rate, 5ATM, 7-day battery",Stock in WH3 Berlin | Nordic Wholesale | Promo margin 12%
CD-Q-1446,Côte d'Ivoire,Audio,Bluetooth Speaker,31792.83,XOF,"20W, waterproof IPX7, 15h playback",Target margin 18% | Fulfilled from NL depot | Global Sourcing Co
NI-R-1447,Nigeria,Personal Care,Electric Toothbrush,63494.46,NGN,"Sonic, 3 modes, 2-week battery",Target margin 18% | Africa Direct Trading | Stock in WH3 Berlin
SA-S-1448,South Africa,Computing,Webcam HD Pro,967.06,ZAR,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Pacific Imports Inc | Promo margin 12%
NI-T-1449,Nigeria,Personal Care,Electric Toothbrush,72698.11,NGN,"Sonic, 3 modes, 2-week battery",Global Sourcing Co | Warehouse A-12 | Bulk discount applies 15%
GE-U-1450,Germany,Personal Care,Electric Toothbrush,44.12,EUR,"Sonic, 3 modes, 2-week battery",Low stock alert | Global Sourcing Co | Promo margin 12%
KE-V-1451,Kenya,Computing,Webcam HD Pro,7037.89,KES,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Backorder until 02/15 | Acme Electronics Ltd
GH-W-1452,Ghana,Audio,Bluetooth Speaker,580.5,GHS,"20W, waterproof IPX7, 15h playback",Pacific Imports Inc | Target margin 18% | Low stock alert
SA-X-1453,South Africa,Kitchen Appliances,Smart Kettle Pro,855.34,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Nordic Wholesale | Stock in WH3 Berlin | Target margin 18%
NI-Y-1454,Nigeria,Audio,Wireless Bluetooth Earbuds,57028.26,NGN,"ANC, 24h battery, IPX5, USB-C",Acme Electronics Ltd | Target margin 18% | Warehouse A-12
NI-Z-1455,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2078386.77,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Acme Electronics Ltd | Backorder until 02/15
NI-A-1456,Nigeria,Kitchen Appliances,Coffee Maker Drip,64565.27,NGN,"12-cup, programmable, thermal carafe",Target margin 18% | EuroTech Suppliers | Warehouse A-12
UK-B-1457,United Kingdom,Audio,Bluetooth Speaker,38.5,GBP,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | VIP margin 25% | Nordic Wholesale
US-C-1458,United States,Computing,Webcam HD Pro,52.38,USD,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Nordic Wholesale | Target margin 18%
UK-D-1459,United Kingdom,TV & Display,LED TV 55 inch,348.24,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Margin 22% | Global Sourcing Co
CD-E-1460,Côte d'Ivoire,Wearables,Smart Watch Sport,51901.28,XOF,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Low stock alert | Nordic Wholesale
NI-F-1461,Nigeria,Power & Batteries,Portable Power Bank 20K,39093.81,NGN,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Promo margin 12% | Stock in WH3 Berlin
US-G-1462,United States,Audio,Wireless Bluetooth Earbuds,36.57,USD,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Global Sourcing Co | Bulk discount applies 15%
CD-H-1463,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,748695.86,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Bulk discount applies 15% | Warehouse A-12
CA-I-1464,Canada,Audio,Bluetooth Speaker,63.34,CAD,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | Low stock alert | Promo margin 12%
NI-J-1465,Nigeria,Computing,Webcam HD Pro,84424.34,NGN,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | VIP margin 25% | Stock in WH3 Berlin
NI-K-1466,Nigeria,Home Appliances,Electric Fan Tower,86661.66,NGN,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Target margin 18% | Nordic Wholesale
SA-L-1467,South Africa,Solar & Power,Solar Inverter TS-9000-X,24643.81,ZAR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Low stock alert | VIP margin 25% | EuroTech Suppliers
SA-M-1468,South Africa,TV & Display,LED TV 55 inch,8363.76,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Nordic Wholesale | Fulfilled from NL depot | Promo margin 12%
US-N-1469,United States,Computing,"Tablet 10""",198.91,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Fulfilled from NL depot | Global Sourcing Co
NI-O-1470,Nigeria,Home Appliances,Electric Fan Tower,81099.46,NGN,"Oscillating, 3 speeds, remote, timer",Nordic Wholesale | Target margin 18% | Fulfilled from NL depot
FR-P-1471,France,Solar & Power,Solar Inverter TS-9000-X,1203.5,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",EuroTech Suppliers | VIP margin 25% | Fulfilled from NL depot
KE-Q-1472,Kenya,Home Appliances,Air Purifier Compact,11719.22,KES,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Backorder until 02/15 | Africa Direct Trading
CA-R-1473,Canada,Solar & Power,Solar Inverter TS-9000-X,1838.49,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Stock in WH3 Berlin | Pacific Imports Inc
NI-S-1474,Nigeria,TV & Display,LED TV 55 inch,683496.11,NGN,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
GH-T-1475,Ghana,TV & Display,LED TV 55 inch,5819.81,GHS,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Nordic Wholesale | Fulfilled from NL depot | VIP margin 25%
CD-U-1476,Côte d'Ivoire,Wearables,Fitness Tracker Band,18938.36,XOF,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Nordic Wholesale | Bulk discount applies 15%
FR-V-1477,France,Personal Care,Electric Toothbrush,41.35,EUR,"Sonic, 3 modes, 2-week battery",VIP margin 25% | Nordic Wholesale | Stock in WH3 Berlin
CD-W-1478,Côte d'Ivoire,Kitchen Appliances,Smart Kettle Pro,27099.8,XOF,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | Margin 22% | Africa Direct Trading
UK-X-1479,United Kingdom,Computing,Webcam HD Pro,48.51,GBP,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Margin 22% | Nordic Wholesale
GE-Y-1480,Germany,Audio,Bluetooth Speaker,43.43,EUR,"20W, waterproof IPX7, 15h playback",EuroTech Suppliers | Backorder until 02/15 | VIP margin 25%
NE-Z-1481,Netherlands,Lighting,LED Desk Lamp,28.08,EUR,"Dimmable, USB port, 5 brightness levels",VIP margin 25% | Acme Electronics Ltd | Stock in WH3 Berlin
SA-A-1482,South Africa,Wearables,Smart Watch Sport,1600.38,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | VIP margin 25% | Stock in WH3 Berlin
FR-B-1483,France,Kitchen Appliances,Smart Kettle Pro,41.84,EUR,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Pacific Imports Inc | Low stock alert
GH-C-1484,Ghana,Kitchen Appliances,Smart Kettle Pro,604.79,GHS,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Africa Direct Trading | Target margin 18%
KE-D-1485,Kenya,Wearables,Smart Watch Sport,11311.34,KES,"GPS, heart rate, 5ATM, 7-day battery",Stock in WH3 Berlin | Bulk discount applies 15% | Pacific Imports Inc
GE-E-1486,Germany,Computing,Webcam HD Pro,57.97,EUR,"1080p 60fps, built-in mic, auto-focus",Pacific Imports Inc | Fulfilled from NL depot | Promo margin 12%
SA-F-1487,South Africa,Power & Batteries,Portable Power Bank 20K,515.02,ZAR,"20000mAh, dual USB, 18W PD",Margin 22% | Acme Electronics Ltd | Warehouse A-12
GH-G-1488,Ghana,Computing,Webcam HD Pro,706.8,GHS,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Africa Direct Trading | Backorder until 02/15
FR-H-1489,France,Wearables,Smart Watch Sport,82.22,EUR,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Acme Electronics Ltd | Warehouse A-12
UK-I-1490,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,930.08,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Fulfilled from NL depot | Nordic Wholesale
UK-J-1491,United Kingdom,Personal Care,Electric Toothbrush,35.65,GBP,"Sonic, 3 modes, 2-week battery",Acme Electronics Ltd | Promo margin 12% | Fulfilled from NL depot
US-K-1492,United States,Wearables,Fitness Tracker Band,29.92,USD,"Steps, sleep, HR, 14-day battery",Africa Direct Trading | Promo margin 12% | Stock in WH3 Berlin
GH-L-1493,Ghana,Audio,Wireless Bluetooth Earbuds,494.56,GHS,"ANC, 24h battery, IPX5, USB-C",Africa Direct Trading | Backorder until 02/15 | Margin 22%
US-M-1494,United States,Kitchen Appliances,Coffee Maker Drip,41.88,USD,"12-cup, programmable, thermal carafe",Promo margin 12% | Fulfilled from NL depot | Acme Electronics Ltd
CD-N-1495,Côte d'Ivoire,Wearables,Smart Watch Sport,51593.95,XOF,"GPS, heart rate, 5ATM, 7-day battery",Bulk discount applies 15% | Nordic Wholesale | Stock in WH3 Berlin
CA-O-1496,Canada,Audio,Wireless Bluetooth Earbuds,46.73,CAD,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Low stock alert | Promo margin 12%
NE-P-1497,Netherlands,TV & Display,LED TV 55 inch,408.57,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Nordic Wholesale | VIP margin 25% | Backorder until 02/15
CD-Q-1498,Côte d'Ivoire,Personal Care,Electric Toothbrush,25909.49,XOF,"Sonic, 3 modes, 2-week battery",Target margin 18% | Nordic Wholesale | Low stock alert
FR-R-1499,France,Computing,Webcam HD Pro,56.17,EUR,"1080p 60fps, built-in mic, auto-focus",Acme Electronics Ltd | Warehouse A-12 | Margin 22%
FR-S-1500,France,Solar & Power,Solar Inverter TS-9000-X,1144.32,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Backorder until 02/15 | Global Sourcing Co
SA-T-1501,South Africa,Wearables,Smart Watch Sport,1720.88,ZAR,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Fulfilled from NL depot | Bulk discount applies 15%
CD-U-1502,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,806546.68,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Bulk discount applies 15% | EuroTech Suppliers | Low stock alert
GH-V-1503,Ghana,Home Appliances,Air Purifier Compact,1257.17,GHS,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Warehouse A-12 | Bulk discount applies 15%
NI-W-1504,Nigeria,Kitchen Appliances,Coffee Maker Drip,58091.44,NGN,"12-cup, programmable, thermal carafe",Low stock alert | Bulk discount applies 15% | EuroTech Suppliers
NI-X-1505,Nigeria,Kitchen Appliances,Smart Kettle Pro,72925.93,NGN,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Warehouse A-12 | Nordic Wholesale
UK-Y-1506,United Kingdom,Power & Batteries,Portable Power Bank 20K,18.79,GBP,"20000mAh, dual USB, 18W PD",Nordic Wholesale | Margin 22% | Backorder until 02/15
FR-Z-1507,France,Computing,"Tablet 10""",209.24,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | EuroTech Suppliers | Bulk discount applies 15%
GE-A-1508,Germany,Computing,"Tablet 10""",189.41,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Stock in WH3 Berlin | Pacific Imports Inc
UK-B-1509,United Kingdom,Power & Batteries,Portable Power Bank 20K,19.35,GBP,"20000mAh, dual USB, 18W PD",VIP margin 25% | Low stock alert | Pacific Imports Inc
CD-C-1510,Côte d'Ivoire,Computing,Mechanical Keyboard,45273.44,XOF,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Africa Direct Trading | Promo margin 12%
SA-D-1511,South Africa,Home Appliances,Air Purifier Compact,1719.68,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Stock in WH3 Berlin | Promo margin 12%
SA-E-1512,South Africa,Power & Batteries,Portable Power Bank 20K,428.83,ZAR,"20000mAh, dual USB, 18W PD",Africa Direct Trading | Low stock alert | Target margin 18%
US-F-1513,United States,Kitchen Appliances,Smart Kettle Pro,43.01,USD,"1.7L, 3000W, boil-dry protection, LED display",Warehouse A-12 | Acme Electronics Ltd | Target margin 18%
GH-G-1514,Ghana,Personal Care,Electric Toothbrush,563.6,GHS,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Nordic Wholesale | Promo margin 12%
CD-H-1515,Côte d'Ivoire,Wearables,Smart Watch Sport,57406.92,XOF,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Margin 22% | Low stock alert
NI-I-1516,Nigeria,Kitchen Appliances,Smart Kettle Pro,78557.21,NGN,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Promo margin 12% | Africa Direct Trading
NI-J-1517,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2000326.07,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Backorder until 02/15 | Bulk discount applies 15%
UK-K-1518,United Kingdom,Wearables,Fitness Tracker Band,24.23,GBP,"Steps, sleep, HR, 14-day battery",Backorder until 02/15 | VIP margin 25% | Acme Electronics Ltd
CD-L-1519,Côte d'Ivoire,Wearables,Smart Watch Sport,53655.15,XOF,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Acme Electronics Ltd | Promo margin 12%
